country_name,country_code,year,value
SCPaderborn07,CHL,13/14,31
Schalke04,CHN,13/14,2316
SpVggGreutherFuerth,COL,13/14,26
SpVggUnterhaching,COM,13/14,75
SSVUlm,COD,13/14,36
StuttgarterKickers,COG,13/14,94
SVDarmstadt98,CRI,13/14,0
TasmaniaBerlin,CIV,13/14,15
TennisBorussiaBerlin,HRV,13/14,85
VfBLeipzig,CUB,13/14,32
VfBStuttgart,CUW,13/14,2809
VfLBochum,CYP,13/14,1602
VfLWolfsburg,CZE,13/14,876
WaldhofMannheim,DNK,13/14,299
Wattenscheid09,DJI,13/14,186
WerderBremen,DMA,13/14,2876
1.FCKaiserslautern,AFG,14/15,2348
1.FCKoeln,ALB,14/15,2493
1.FCNuernberg,DZA,14/15,1402
1.FCSaarbruecken,ASM,14/15,202
1.FSVMainz05,AND,14/15,404
1860Muenchen,AGO,14/15,1022
1899Hoffenheim,ATG,14/15,361
AlemanniaAachen,ARG,14/15,186
ArminiaBielefeld,ARM,14/15,645
Bayer04Leverkusen,ABW,14/15,2055
BayerUerdingen,AUS,14/15,644
BayernMuenchen,AUT,14/15,3684
Blau-Wei§90Berlin,AZE,14/15,36
BorussiaDortmund,BHS,14/15,2833
BorussiaMoenchengladbach,BHR,14/15,2732
BorussiaNeunkirchen,BGD,14/15,109
Darmstadt98,BRB,14/15,86
DynamoDresden,BLR,14/15,132
EintrachtBraunschweig,BEL,14/15,937
EintrachtFrankfurt,BLZ,14/15,2472
EnergieCottbus,BEN,14/15,211
FCAugsburg,BMU,14/15,159
FCHomburg,BTN,14/15,103
FCIngolstadt04,BOL,14/15,0
FCSt.Pauli,BIH,14/15,296
FortunaDuesseldorf,BWA,14/15,1160
FortunaKoeln,BRA,14/15,46
HamburgerSV,VGB,14/15,2835
Hannover96,BRN,14/15,1279
HansaRostock,BGR,14/15,492
HerthaBSCBerlin,BFA,14/15,1542
KarlsruherSC,BDI,14/15,1093
KickersOffenbach,CPV,14/15,368
MeidericherSV,KHM,14/15,176
MSVDuisburg,CMR,14/15,1115
Preu§enMuenster,CAN,14/15,34
RBLeipzig,CYM,14/15,0
Rot-Wei§Essen,CAF,14/15,346
Rot-Wei§Oberhausen,TCD,14/15,182
SCFreiburg,CHI,14/15,682
SCPaderborn07,CHL,14/15,31
Schalke04,CHN,14/15,2358
SpVggGreutherFuerth,COL,14/15,26
SpVggUnterhaching,COM,14/15,75
SSVUlm,COD,14/15,36
StuttgarterKickers,COG,14/15,94
SVDarmstadt98,CRI,14/15,0
TasmaniaBerlin,CIV,14/15,15
TennisBorussiaBerlin,HRV,14/15,85
VfBLeipzig,CUB,14/15,32
VfBStuttgart,CUW,14/15,2851
VfLBochum,CYP,14/15,1602
VfLWolfsburg,CZE,14/15,948
WaldhofMannheim,DNK,14/15,299
Wattenscheid09,DJI,14/15,186
WerderBremen,DMA,14/15,2926
1.FCKaiserslautern,AFG,15/16,2348
1.FCKoeln,ALB,15/16,2531
1.FCNuernberg,DZA,15/16,1402
1.FCSaarbruecken,ASM,15/16,202
1.FSVMainz05,AND,15/16,450
1860Muenchen,AGO,15/16,1022
1899Hoffenheim,ATG,15/16,400
AlemanniaAachen,ARG,15/16,186
ArminiaBielefeld,ARM,15/16,645
Bayer04Leverkusen,ABW,15/16,2111
BayerUerdingen,AUS,15/16,644
BayernMuenchen,AUT,15/16,3764
Blau-Wei§90Berlin,AZE,15/16,36
BorussiaDortmund,BHS,15/16,2915
BorussiaMoenchengladbach,BHR,15/16,2799
BorussiaNeunkirchen,BGD,15/16,109
Darmstadt98,BRB,15/16,86
DynamoDresden,BLR,15/16,132
EintrachtBraunschweig,BEL,15/16,937
EintrachtFrankfurt,BLZ,15/16,2506
EnergieCottbus,BEN,15/16,211
FCAugsburg,BMU,15/16,201
FCHomburg,BTN,15/16,103
FCIngolstadt04,BOL,15/16,33
FCSt.Pauli,BIH,15/16,296
FortunaDuesseldorf,BWA,15/16,1160
FortunaKoeln,BRA,15/16,46
HamburgerSV,VGB,15/16,2875
Hannover96,BRN,15/16,1310
HansaRostock,BGR,15/16,492
HerthaBSCBerlin,BFA,15/16,1584
KarlsruherSC,BDI,15/16,1093
KickersOffenbach,CPV,15/16,368
MeidericherSV,KHM,15/16,176
MSVDuisburg,CMR,15/16,1115
Preu§enMuenster,CAN,15/16,34
RBLeipzig,CYM,15/16,0
Rot-Wei§Essen,CAF,15/16,346
Rot-Wei§Oberhausen,TCD,15/16,182
SCFreiburg,CHI,15/16,682
SCPaderborn07,CHL,15/16,31
Schalke04,CHN,15/16,2409
SpVggGreutherFuerth,COL,15/16,26
SpVggUnterhaching,COM,15/16,75
SSVUlm,COD,15/16,36
StuttgarterKickers,COG,15/16,94
SVDarmstadt98,CRI,15/16,38
TasmaniaBerlin,CIV,15/16,15
TennisBorussiaBerlin,HRV,15/16,85
VfBLeipzig,CUB,15/16,32
VfBStuttgart,CUW,15/16,2901
VfLBochum,CYP,15/16,1602
VfLWolfsburg,CZE,15/16,995
WaldhofMannheim,DNK,15/16,299
Wattenscheid09,DJI,15/16,186
WerderBremen,DMA,15/16,2976
1.FCKaiserslautern,AFG,16/17,2348
1.FCKoeln,ALB,16/17,2582
1.FCNuernberg,DZA,16/17,1402
1.FCSaarbruecken,ASM,16/17,202
1.FSVMainz05,AND,16/17,494
1860Muenchen,AGO,16/17,1022
1899Hoffenheim,ATG,16/17,464
AlemanniaAachen,ARG,16/17,186
ArminiaBielefeld,ARM,16/17,645
Bayer04Leverkusen,ABW,16/17,2164
BayerUerdingen,AUS,16/17,644
BayernMuenchen,AUT,16/17,3853
Blau-Wei§90Berlin,AZE,16/17,36
BorussiaDortmund,BHS,16/17,2987
BorussiaMoenchengladbach,BHR,16/17,2844
BorussiaNeunkirchen,BGD,16/17,109
Darmstadt98,BRB,16/17,86
DynamoDresden,BLR,16/17,132
EintrachtBraunschweig,BEL,16/17,937
EintrachtFrankfurt,BLZ,16/17,2542
EnergieCottbus,BEN,16/17,211
FCAugsburg,BMU,16/17,236
FCHomburg,BTN,16/17,103
FCIngolstadt04,BOL,16/17,69
FCSt.Pauli,BIH,16/17,296
FortunaDuesseldorf,BWA,16/17,1160
FortunaKoeln,BRA,16/17,46
HamburgerSV,VGB,16/17,2908
Hannover96,BRN,16/17,1310
HansaRostock,BGR,16/17,492
HerthaBSCBerlin,BFA,16/17,1627
KarlsruherSC,BDI,16/17,1093
KickersOffenbach,CPV,16/17,368
MeidericherSV,KHM,16/17,176
MSVDuisburg,CMR,16/17,1115
Preu§enMuenster,CAN,16/17,34
RBLeipzig,CYM,16/17,66
Rot-Wei§Essen,CAF,16/17,346
Rot-Wei§Oberhausen,TCD,16/17,182
SCFreiburg,CHI,16/17,724
SCPaderborn07,CHL,16/17,31
Schalke04,CHN,16/17,2454
SpVggGreutherFuerth,COL,16/17,26
SpVggUnterhaching,COM,16/17,75
SSVUlm,COD,16/17,36
StuttgarterKickers,COG,16/17,94
SVDarmstadt98,CRI,16/17,66
TasmaniaBerlin,CIV,16/17,15
TennisBorussiaBerlin,HRV,16/17,85
VfBLeipzig,CUB,16/17,32
VfBStuttgart,CUW,16/17,2937
VfLBochum,CYP,16/17,1602
VfLWolfsburg,CZE,16/17,1029
WaldhofMannheim,DNK,16/17,299
Wattenscheid09,DJI,16/17,186
WerderBremen,DMA,16/17,3037
1.FCKaiserslautern,AFG,17/18,2348
1.FCKoeln,ALB,17/18,2617
1.FCNuernberg,DZA,17/18,1402
1.FCSaarbruecken,ASM,17/18,202
1.FSVMainz05,AND,17/18,532
1860Muenchen,AGO,17/18,1022
1899Hoffenheim,ATG,17/18,530
AlemanniaAachen,ARG,17/18,186
ArminiaBielefeld,ARM,17/18,645
Bayer04Leverkusen,ABW,17/18,2222
BayerUerdingen,AUS,17/18,644
BayernMuenchen,AUT,17/18,3945
Blau-Wei§90Berlin,AZE,17/18,36
BorussiaDortmund,BHS,17/18,3051
BorussiaMoenchengladbach,BHR,17/18,2891
BorussiaNeunkirchen,BGD,17/18,109
Darmstadt98,BRB,17/18,86
DynamoDresden,BLR,17/18,132
EintrachtBraunschweig,BEL,17/18,937
EintrachtFrankfurt,BLZ,17/18,2587
EnergieCottbus,BEN,17/18,211
FCAugsburg,BMU,17/18,279
FCHomburg,BTN,17/18,103
FCIngolstadt04,BOL,17/18,69
FCSt.Pauli,BIH,17/18,296
FortunaDuesseldorf,BWA,17/18,1160
FortunaKoeln,BRA,17/18,46
HamburgerSV,VGB,17/18,2937
Hannover96,BRN,17/18,1354
HansaRostock,BGR,17/18,492
HerthaBSCBerlin,BFA,17/18,1670
KarlsruherSC,BDI,17/18,1093
KickersOffenbach,CPV,17/18,368
MeidericherSV,KHM,17/18,176
MSVDuisburg,CMR,17/18,1115
Preu§enMuenster,CAN,17/18,34
RBLeipzig,CYM,17/18,123
Rot-Wei§Essen,CAF,17/18,346
Rot-Wei§Oberhausen,TCD,17/18,182
SCFreiburg,CHI,17/18,756
SCPaderborn07,CHL,17/18,31
Schalke04,CHN,17/18,2507
SpVggGreutherFuerth,COL,17/18,26
SpVggUnterhaching,COM,17/18,75
SSVUlm,COD,17/18,36
StuttgarterKickers,COG,17/18,94
SVDarmstadt98,CRI,17/18,66
TasmaniaBerlin,CIV,17/18,15
TennisBorussiaBerlin,HRV,17/18,85
VfBLeipzig,CUB,17/18,32
VfBStuttgart,CUW,17/18,2969
VfLBochum,CYP,17/18,1602
VfLWolfsburg,CZE,17/18,1065
WaldhofMannheim,DNK,17/18,299
Wattenscheid09,DJI,17/18,186
WerderBremen,DMA,17/18,3074
1.FCKaiserslautern,AFG,18/19,2348
1.FCKoeln,ALB,18/19,2617
1.FCNuernberg,DZA,18/19,1428
1.FCSaarbruecken,ASM,18/19,202
1.FSVMainz05,AND,18/19,578
1860Muenchen,AGO,18/19,1022
1899Hoffenheim,ATG,18/19,600
AlemanniaAachen,ARG,18/19,186
ArminiaBielefeld,ARM,18/19,645
Bayer04Leverkusen,ABW,18/19,2291
BayerUerdingen,AUS,18/19,644
BayernMuenchen,AUT,18/19,4033
Blau-Wei§90Berlin,AZE,18/19,36
BorussiaDortmund,BHS,18/19,3132
BorussiaMoenchengladbach,BHR,18/19,2946
BorussiaNeunkirchen,BGD,18/19,109
Darmstadt98,BRB,18/19,86
DynamoDresden,BLR,18/19,132
EintrachtBraunschweig,BEL,18/19,937
EintrachtFrankfurt,BLZ,18/19,2647
EnergieCottbus,BEN,18/19,211
FCAugsburg,BMU,18/19,330
FCHomburg,BTN,18/19,103
FCIngolstadt04,BOL,18/19,69
FCSt.Pauli,BIH,18/19,296
FortunaDuesseldorf,BWA,18/19,1209
FortunaKoeln,BRA,18/19,46
HamburgerSV,VGB,18/19,2937
Hannover96,BRN,18/19,1385
HansaRostock,BGR,18/19,492
HerthaBSCBerlin,BFA,18/19,1719
KarlsruherSC,BDI,18/19,1093
KickersOffenbach,CPV,18/19,368
MeidericherSV,KHM,18/19,176
MSVDuisburg,CMR,18/19,1115
Preu§enMuenster,CAN,18/19,34
RBLeipzig,CYM,18/19,186
Rot-Wei§Essen,CAF,18/19,346
Rot-Wei§Oberhausen,TCD,18/19,182
SCFreiburg,CHI,18/19,802
SCPaderborn07,CHL,18/19,31
Schalke04,CHN,18/19,2544
SpVggGreutherFuerth,COL,18/19,26
SpVggUnterhaching,COM,18/19,75
SSVUlm,COD,18/19,36
StuttgarterKickers,COG,18/19,94
SVDarmstadt98,CRI,18/19,66
TasmaniaBerlin,CIV,18/19,15
TennisBorussiaBerlin,HRV,18/19,85
VfBLeipzig,CUB,18/19,32
VfBStuttgart,CUW,18/19,2969
VfLBochum,CYP,18/19,1602
VfLWolfsburg,CZE,18/19,1127
WaldhofMannheim,DNK,18/19,299
Wattenscheid09,DJI,18/19,186
WerderBremen,DMA,18/19,3132
